Draw Date,Winning Numbers,Multiplier
2016-03-02,12 13 44 52 62 06,2
2016-02-27,10 11 21 22 53 18,3
2016-02-24,21 31 64 65 67 05,3
2016-02-20,11 12 15 16 54 25,5
2016-02-17,07 17 27 29 40 25,2
2016-02-13,07 15 18 19 36 20,2
2016-02-10,02 03 40 50 62 05,2
2016-02-06,04 13 31 36 52 08,3
2016-02-03,26 28 31 60 67 23,3
2016-01-30,05 12 16 31 43 18,4
2016-01-27,03 12 40 52 67 21,2
2016-01-23,22 32 34 40 69 19,4
2016-01-20,05 39 44 47 69 24,5
2016-01-16,03 51 52 61 64 06,2
2016-01-13,04 08 19 27 34 10,2
2016-01-09,16 19 32 34 57 13,3
2016-01-06,02 11 47 62 63 17,3
2016-01-02,05 06 15 29 42 10,2
2015-12-30,12 36 38 54 61 22,3
2015-12-26,27 40 44 59 65 20,2
2015-12-23,16 38 55 63 67 25,4
2015-12-19,28 30 41 59 68 10,2
2015-12-16,09 10 32 42 55 06,2
2015-12-12,02 14 19 30 62 22,2
2015-12-09,07 10 16 46 56 01,2
2015-12-05,13 27 33 47 68 13,2
2015-12-02,14 18 19 32 64 09,2
2015-11-28,02 06 47 66 67 02,3
2015-11-25,16 29 53 58 69 21,2
2015-11-21,37 47 50 52 57 21,3
2015-11-18,17 40 41 46 69 06,2
2015-11-14,14 22 37 45 66 05,3
2015-11-11,04 26 32 55 64 18,3
2015-11-07,07 16 25 50 53 15,2
2015-11-04,02 12 17 20 65 17,4
2015-10-31,09 20 25 47 68 07,2
2015-10-28,04 54 56 62 63 10,2
2015-10-24,20 31 56 60 64 02,3
2015-10-21,30 32 42 56 57 11,4
2015-10-17,48 49 57 62 69 19,3
2015-10-14,15 20 29 31 40 01,2
2015-10-10,12 27 29 43 68 01,2
